تناوب,دوره,عنوان دوره,مدیر,نوع صندوق,خالص ارزش دارایی (میلیارد ریال),سهم از کل صنعت ٪
ماهانه,1404-10,دی 1404,سبدگردان توسعه فیروزه,سهامی - بخشی,22933.6,0.095
ماهانه,1404-10,دی 1404,سبدگردان توسعه فیروزه,سهامی - شاخصی,13500.6,0.056
ماهانه,1404-10,دی 1404,سبدگردان توسعه فیروزه,کالایی (طلا و ...),81398.5,0.336
ماهانه,1404-10,دی 1404,سبدگردان فارابی,اختصاصی بازارگردانی,29041.1,0.12
ماهانه,1404-10,دی 1404,سبدگردان فارابی,درآمد ثابت,248902.7,1.029
ماهانه,1404-10,دی 1404,سبدگردان فارابی,سهامی,13941.5,0.058
ماهانه,1404-10,دی 1404,سبدگردان فارابی,سهامی - اهرمی,75853.3,0.314
ماهانه,1404-10,دی 1404,سبدگردان فارابی,سهامی - بخشی,5866.2,0.024
ماهانه,1404-10,دی 1404,سبدگردان فارابی,کالایی (طلا و ...),57971.6,0.24
ماهانه,1404-10,دی 1404,سبدگردان مفید,اختصاصی بازارگردانی,81347.9,0.336
ماهانه,1404-10,دی 1404,سبدگردان مفید,بازنشستگی تکمیلی,41312.2,0.171
ماهانه,1404-10,دی 1404,سبدگردان مفید,تضمین اصل سرمایه,20505.7,0.085
ماهانه,1404-10,دی 1404,سبدگردان مفید,درآمد ثابت,1632550.4,6.746
ماهانه,1404-10,دی 1404,سبدگردان مفید,سهامی,337513.4,1.395
ماهانه,1404-10,دی 1404,سبدگردان مفید,سهامی - اهرمی,124620.0,0.515
ماهانه,1404-10,دی 1404,سبدگردان مفید,سهامی - بخشی,76818.0,0.317
ماهانه,1404-10,دی 1404,سبدگردان مفید,سهامی - شاخصی,25577.2,0.106
ماهانه,1404-10,دی 1404,سبدگردان مفید,مختلط,2552.8,0.01
ماهانه,1404-10,دی 1404,سبدگردان مفید,کالایی (طلا و ...),1737035.2,7.178
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,65521.8,0.271
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,درآمد ثابت,317977.6,1.314
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,سهامی,46785.3,0.193
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,سهامی - اهرمی,59248.3,0.245
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,صندوق در صندوق,12883.3,0.053
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,مختلط,59566.1,0.246
ماهانه,1404-10,دی 1404,مشاور سرمایه گذاری ترنج,کالایی (طلا و ...),27889.9,0.115
ماهانه,1404-11,بهمن 1404,سایر مدیران,اختصاصی بازارگردانی,2825179.4,11.35
ماهانه,1404-11,بهمن 1404,سایر مدیران,املاک و مستغلات,72599.2,0.292
ماهانه,1404-11,بهمن 1404,سایر مدیران,بازنشستگی تکمیلی,30371.6,0.122
ماهانه,1404-11,بهمن 1404,سایر مدیران,تضمین اصل سرمایه,24223.2,0.097
ماهانه,1404-11,بهمن 1404,سایر مدیران,جسورانه,8723.3,0.035
ماهانه,1404-11,بهمن 1404,سایر مدیران,خصوصی,19302.8,0.078
ماهانه,1404-11,بهمن 1404,سایر مدیران,درآمد ثابت,9163949.6,36.816
ماهانه,1404-11,بهمن 1404,سایر مدیران,سهامی,435475.3,1.75
ماهانه,1404-11,بهمن 1404,سایر مدیران,سهامی - اهرمی,40474.7,0.163
ماهانه,1404-11,بهمن 1404,سایر مدیران,سهامی - بخشی,632571.9,2.541
ماهانه,1404-11,بهمن 1404,سایر مدیران,سهامی - شاخصی,25828.8,0.104
ماهانه,1404-11,بهمن 1404,سایر مدیران,صندوق در صندوق,16715.1,0.067
ماهانه,1404-11,بهمن 1404,سایر مدیران,مختلط,39590.4,0.159
ماهانه,1404-11,بهمن 1404,سایر مدیران,پروژه‌ای,27242.1,0.109
ماهانه,1404-11,بهمن 1404,سایر مدیران,کالایی (طلا و ...),2769564.5,11.127
ماهانه,1404-11,بهمن 1404,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,13781.2,0.055
ماهانه,1404-11,بهمن 1404,سبد گردان اقتصاد بیدار,درآمد ثابت,301074.7,1.21
ماهانه,1404-11,بهمن 1404,سبد گردان اقتصاد بیدار,سهامی,19210.7,0.077
ماهانه,1404-11,بهمن 1404,سبد گردان اقتصاد بیدار,سهامی - اهرمی,66631.4,0.268
ماهانه,1404-11,بهمن 1404,سبد گردان اقتصاد بیدار,کالایی (طلا و ...),52463.9,0.211
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,اختصاصی بازارگردانی,62968.9,0.253
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,بازنشستگی تکمیلی,7987.5,0.032
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,تضمین اصل سرمایه,5941.0,0.024
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,درآمد ثابت,453523.8,1.822
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,سهامی,11555.1,0.046
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,سهامی - اهرمی,222199.1,0.893
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,سهامی - بخشی,8064.2,0.032
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,سهامی - شاخصی,4536.1,0.018
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,صندوق در صندوق,1479.2,0.006
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,مختلط,13510.4,0.054
ماهانه,1404-11,بهمن 1404,سبد گردان کاریزما,کالایی (طلا و ...),521107.0,2.093
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,اختصاصی بازارگردانی,49112.9,0.197
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,املاک و مستغلات,5499.5,0.022
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,بازنشستگی تکمیلی,8274.4,0.033
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,درآمد ثابت,493211.0,1.982
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,سهامی,54576.1,0.219
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,سهامی - اهرمی,50143.9,0.201
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,سهامی - بخشی,27871.7,0.112
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,مختلط,618.9,0.002
ماهانه,1404-11,بهمن 1404,سبدگردان آگاه,کالایی (طلا و ...),356101.2,1.431
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,18821.3,0.076
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,جسورانه,610.6,0.002
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,خصوصی,1312.9,0.005
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,درآمد ثابت,233504.5,0.938
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,سهامی,16690.0,0.067
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,سهامی - اهرمی,130117.1,0.523
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,سهامی - بخشی,18761.9,0.075
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,سهامی - شاخصی,10417.4,0.042
ماهانه,1404-11,بهمن 1404,سبدگردان توسعه فیروزه,کالایی (طلا و ...),98519.1,0.396
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,اختصاصی بازارگردانی,31458.4,0.126
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,درآمد ثابت,261948.2,1.052
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,سهامی,11403.6,0.046
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,سهامی - اهرمی,64771.9,0.26
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,سهامی - بخشی,4903.2,0.02
ماهانه,1404-11,بهمن 1404,سبدگردان فارابی,کالایی (طلا و ...),69071.0,0.278
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,اختصاصی بازارگردانی,82901.8,0.333
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,بازنشستگی تکمیلی,38625.6,0.155
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,تضمین اصل سرمایه,14300.2,0.057
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,درآمد ثابت,1636310.5,6.574
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,سهامی,283887.8,1.14
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,سهامی - اهرمی,101790.8,0.409
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,سهامی - بخشی,64425.9,0.259
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,سهامی - شاخصی,20848.7,0.084
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,مختلط,2350.3,0.009
ماهانه,1404-11,بهمن 1404,سبدگردان مفید,کالایی (طلا و ...),2155223.8,8.659
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,اختصاصی بازارگردانی,56347.4,0.226
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,درآمد ثابت,325003.6,1.306
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,سهامی,38268.2,0.154
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,سهامی - اهرمی,51756.4,0.208
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,صندوق در صندوق,13410.2,0.054
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,مختلط,60191.1,0.242
ماهانه,1404-11,بهمن 1404,مشاور سرمایه گذاری ترنج,کالایی (طلا و ...),29984.3,0.12
ماهانه,1404-12,اسفند 1404,سایر مدیران,اختصاصی بازارگردانی,2765089.0,11.139
ماهانه,1404-12,اسفند 1404,سایر مدیران,املاک و مستغلات,73075.4,0.294
ماهانه,1404-12,اسفند 1404,سایر مدیران,بازنشستگی تکمیلی,29737.3,0.12
ماهانه,1404-12,اسفند 1404,سایر مدیران,تضمین اصل سرمایه,24241.9,0.098
ماهانه,1404-12,اسفند 1404,سایر مدیران,جسورانه,8247.2,0.033
ماهانه,1404-12,اسفند 1404,سایر مدیران,خصوصی,19388.3,0.078
ماهانه,1404-12,اسفند 1404,سایر مدیران,درآمد ثابت,9287753.4,37.415
ماهانه,1404-12,اسفند 1404,سایر مدیران,سهامی,423739.7,1.707
ماهانه,1404-12,اسفند 1404,سایر مدیران,سهامی - اهرمی,39914.8,0.161
ماهانه,1404-12,اسفند 1404,سایر مدیران,سهامی - بخشی,619904.2,2.497
ماهانه,1404-12,اسفند 1404,سایر مدیران,سهامی - شاخصی,24166.6,0.097
ماهانه,1404-12,اسفند 1404,سایر مدیران,صندوق در صندوق,17496.9,0.07
ماهانه,1404-12,اسفند 1404,سایر مدیران,مختلط,41843.4,0.169
ماهانه,1404-12,اسفند 1404,سایر مدیران,پروژه‌ای,28410.9,0.114
ماهانه,1404-12,اسفند 1404,سایر مدیران,کالایی (طلا و ...),2724620.7,10.976
ماهانه,1404-12,اسفند 1404,سبد گردان اقتصاد بیدار,اختصاصی بازارگردانی,15905.2,0.064
ماهانه,1404-12,اسفند 1404,سبد گردان اقتصاد بیدار,درآمد ثابت,276676.6,1.115
ماهانه,1404-12,اسفند 1404,سبد گردان اقتصاد بیدار,سهامی,19246.8,0.078
ماهانه,1404-12,اسفند 1404,سبد گردان اقتصاد بیدار,سهامی - اهرمی,63365.3,0.255
ماهانه,1404-12,اسفند 1404,سبد گردان اقتصاد بیدار,کالایی (طلا و ...),49723.5,0.2
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,اختصاصی بازارگردانی,43252.2,0.174
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,بازنشستگی تکمیلی,7621.8,0.031
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,تضمین اصل سرمایه,5892.2,0.024
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,درآمد ثابت,433840.4,1.748
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,سهامی,11162.6,0.045
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,سهامی - اهرمی,209555.2,0.844
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,سهامی - بخشی,7880.0,0.032
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,سهامی - شاخصی,4222.7,0.017
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,صندوق در صندوق,1284.8,0.005
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,مختلط,13745.7,0.055
ماهانه,1404-12,اسفند 1404,سبد گردان کاریزما,کالایی (طلا و ...),503065.2,2.027
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,اختصاصی بازارگردانی,36824.9,0.148
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,املاک و مستغلات,5547.9,0.022
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,بازنشستگی تکمیلی,8158.7,0.033
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,درآمد ثابت,468972.9,1.889
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,سهامی,52742.2,0.213
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,سهامی - اهرمی,48930.1,0.197
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,سهامی - بخشی,27151.5,0.109
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,مختلط,569.8,0.002
ماهانه,1404-12,اسفند 1404,سبدگردان آگاه,کالایی (طلا و ...),348102.1,1.402
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,اختصاصی بازارگردانی,18650.3,0.075
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,جسورانه,612.0,0.002
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,خصوصی,1315.8,0.005
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,درآمد ثابت,272989.1,1.1
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,سهامی,14361.2,0.058
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,سهامی - اهرمی,130048.2,0.524
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,سهامی - بخشی,18034.9,0.073
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,سهامی - شاخصی,9395.6,0.038
ماهانه,1404-12,اسفند 1404,سبدگردان توسعه فیروزه,کالایی (طلا و ...),97419.3,0.392
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,اختصاصی بازارگردانی,30183.0,0.122
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,درآمد ثابت,259174.6,1.044
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,سهامی,10947.5,0.044
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,سهامی - اهرمی,64644.0,0.26
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,سهامی - بخشی,4852.2,0.02
ماهانه,1404-12,اسفند 1404,سبدگردان فارابی,کالایی (طلا و ...),77001.6,0.31
ماهانه,1404-12,اسفند 1404,سبدگردان مفید,اختصاصی بازارگردانی,80030.5,0.322
